time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-05 14:35:57.624 UTC, ,125,3163597,1056,17744, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,2,2,6, ,2,1, , , , , , , , , , , , , ,26310,25, ,25511, , , , , ,13,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356557284,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21052488,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:09.662 UTC, ,125,3159629,1056,13776, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,2,1,5, ,68,32, , , , , , , , , , , , , ,27485,26, ,26547, , , , , ,12,12, , , , , ,4,273, , , , , , , , , , , , , , , , , , , , , , , , ,1478356569324,3145728, , , ,41,0, , , ,2, , , ,3, , , , ,41, ,2048,1, , , , ,217088,58, , , , , , , , , , ,21083808,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:09.667 UTC, ,125,3163653,1056,17800, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,2,2,6, ,2,1, , , , , , , , , , , , , ,27485,26, ,26547, , , , , ,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356569324,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21083808,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:18.786 UTC, ,125,3159653,1056,13800, , ,3, ,22,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,70,33, , , , , , , , , , , , , ,28890,27, ,27741, , , , , ,12,12, , , , , ,4,282, , , , , , , , , , , , , , , , , , , , , , , , ,1478356578450,3145728, , , ,41,0, , , ,2, , , ,3, , , , ,41, ,2048,1, , , , ,217088,58, , , , , , , , , , ,21084176,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:18.791 UTC, ,125,3163725,1056,17872, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,2,2,6, ,2,1, , , , , , , , , , , , , ,28890,27, ,27741, , , , , ,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356578450,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21084176,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:23.590 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,72,34, , , , , , , , , , , , , ,30665,28, ,29144, , , , , ,12,12, , , , , ,4,293, , , , , , , , , , , , , , , , , , , , , , , , ,1478356583247,3145728, , , ,43,0, , , ,2, , , ,3, , , , ,43, ,2048,1, , , , ,221184,60, , , , , , , , , , ,21044368,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:23.594 UTC, ,125,3163797,1056,17944, , ,4, ,3,1,0,33, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,30665,28, ,29144, , , , , ,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356583247,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21044368,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:31.904 UTC, ,125,3159701,1056,13848, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,75,35, , , , , , , , , , , , , ,31577,29, ,30919, , , , , ,12,12, , , , , ,4,302, , , , , , , , , , , , , , , , , , , , , , , , ,1478356591570,3145728, , , ,44,0, , , ,2, , , ,3, , , , ,44, ,2048,1, , , , ,223232,61, , , , , , , , , , ,21041056,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:31.910 UTC, ,125,3161661,1056,15808, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,31577,29, ,30919, , , , , ,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356591570,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21041056,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:36:36.857 UTC, ,125,3159725,1056,13872, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,76,36, , , , , , , , , , , , , ,32637,30, ,31825, , , , , ,12,12, , , , , ,4,313, , , , , , , , , , , , , , , , , , , , , , , , ,1478356596520,3145728, , , ,45,0, , , ,2, , , ,3, , , , ,45, ,2048,1, , , , ,225280,62, , , , , , , , , , ,20916528,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:36.864 UTC, ,125,3163933,1056,18080, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,32637,30, ,31825, , , , , ,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356596520,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21419840,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:42.843 UTC, ,125,3159749,1056,13896, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,78,37, , , , , , , , , , , , , ,33631,31, ,32883, , , , , ,12,12, , , , , ,5,322, , , , , , , , , , , , , , , , , , , , , , , , ,1478356602505,3145728, , , ,46,0, , , ,2, , , ,3, , , , ,46, ,2048,1, , , , ,243712,65, , , , , , , , , , ,21040736,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:42.849 UTC, ,125,3161805,1056,15952, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,33631,31, ,32883, , , , , ,12,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356602505,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21040736,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:36:49.353 UTC, ,125,3159773,1056,13920, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,80,38, , , , , , , , , , , , , ,34789,32, ,33885, , , , , ,11,11, , , , , ,5,333, , , , , , , , , , , , , , , , , , , , , , , , ,1478356609016,3145728, , , ,47,0, , , ,2, , , ,3, , , , ,47, ,2048,1, , , , ,245760,66, , , , , , , , , , ,21052832,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:49.358 UTC, ,125,3161877,1056,16024, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,34789,32, ,33885, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356609016,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21052832,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:36:59.592 UTC, ,125,3159797,1056,13944, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,82,39, , , , , , , , , , , , , ,35877,33, ,35035, , , , , ,11,11, , , , , ,5,342, , , , , , , , , , , , , , , , , , , , , , , , ,1478356619253,3145728, , , ,48,0, , , ,2, , , ,3, , , , ,48, ,2048,1, , , , ,247808,67, , , , , , , , , , ,21103200,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:36:59.596 UTC, ,125,3161941,1056,16088, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,35877,33, ,35035, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356619253,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21103200,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:37:03.066 UTC, ,125,3159821,1056,13968, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,84,40, , , , , , , , , , , , , ,37083,34, ,36108, , , , , ,11,11, , , , , ,5,353, , , , , , , , , , , , , , , , , , , , , , , , ,1478356622720,3145728, , , ,49,0, , , ,2, , , ,3, , , , ,49, ,2048,1, , , , ,249856,68, , , , , , , , , , ,21139104,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:37:03.071 UTC, ,125,3161989,1056,16136, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,37083,34, ,36108, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356622720,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21139104,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:37:28.867 UTC, ,125,3159845,1056,13992, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,86,41, , , , , , , , , , , , , ,38210,35, ,37314, , , , , ,11,11, , , , , ,5,362, , , , , , , , , , , , , , , , , , , , , , , , ,1478356648533,3145728, , , ,50,0, , , ,2, , , ,3, , , , ,50, ,2048,1, , , , ,251904,69, , , , , , , , , , ,21057128,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:37:28.875 UTC, ,125,3164229,1056,18376, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,38210,35, ,37314, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356648533,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21057128,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:08.968 UTC, ,125,3159677,1056,13824, , ,3, ,22,3,0,14, , , , , , , ,3,3, ,2, ,3,1,5, ,88,42, , , , , , , , , , , , , ,39855,36, ,38453, , , , , ,11,11, , , , , ,5,373, , , , , , , , , , , , , , , , , , , , , , , , ,1478356688620,3145728, , , ,50,0, , , ,2, , , ,3, , , , ,50, ,2048,1, , , , ,251904,69, , , , , , , , , , ,21057552,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:08.973 UTC, ,125,3164101,1056,18248, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,39855,36, ,38453, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356688620,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21057552,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:15.449 UTC, ,125,3159893,1056,14040, , ,3,1,23,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,90,43, , , , , , , , , , , , , ,41757,37, ,40103, , , , , ,11,11, , , , , ,6,382, , , , , , , , , , , , , , , , , , , , , , , , ,1478356695111,3145728, , , ,52,0, , , ,2, , , ,3, , , , ,52, ,2048,1, , , , ,272384,73, , , , , , , , , , ,21061056,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:15.453 UTC, ,125,3164357,1056,18504, , ,4, ,2,1,0,50, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,41757,37, ,40103, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356695111,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21061056,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:22.905 UTC, ,125,3159917,1056,14064, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,92,44, , , , , , , , , , , , , ,42769,38, ,41998, , , , , ,11,11, , , , , ,6,393, , , , , , , , , , , , , , , , , , , , , , , , ,1478356702566,3145728, , , ,53,0, , , ,2, , , ,3, , , , ,53, ,2048,1, , , , ,274432,74, , , , , , , , , , ,21056928,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:22.910 UTC, ,125,3161885,1056,16032, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,42769,38, ,41998, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356702566,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21056928,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:38:37.003 UTC, ,125,3159941,1056,14088, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,95,45, , , , , , , , , , , , , ,43754,39, ,43029, , , , , ,11,11, , , , , ,6,402, , , , , , , , , , , , , , , , , , , , , , , , ,1478356716661,3145728, , , ,54,0, , , ,2, , , ,3, , , , ,54, ,2048,1, , , , ,276480,75, , , , , , , , , , ,21064048,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:37.008 UTC, ,125,3161965,1056,16112, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,43754,39, ,43029, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356716661,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21064048,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:38:42.520 UTC, ,125,3159965,1056,14112, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,96,46, , , , , , , , , , , , , ,44863,40, ,43995, , , , , ,11,11, , , , , ,6,413, , , , , , , , , , , , , , , , , , , , , , , , ,1478356722175,3145728, , , ,55,0, , , ,2, , , ,3, , , , ,55, ,2048,1, , , , ,278528,76, , , , , , , , , , ,21056048,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:42.525 UTC, ,125,3162021,1056,16168, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,44863,40, ,43995, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356722175,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21559512,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:38:50.579 UTC, ,125,3159989,1056,14136, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,98,47, , , , , , , , , , , , , ,45903,41, ,45104, , , , , ,11,11, , , , , ,6,422, , , , , , , , , , , , , , , , , , , , , , , , ,1478356730237,3145728, , , ,56,0, , , ,2, , , ,3, , , , ,56, ,2048,1, , , , ,280576,77, , , , , , , , , , ,21062640,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:38:50.584 UTC, ,125,3162077,1056,16224, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,45903,41, ,45104, , , , , ,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356730237,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21565952,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:39:08.039 UTC, ,125,3160013,1056,14160, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,100,48, , , , , , , , , , , , , ,47124,42, ,46163, , , , , ,10,10, , , , , ,6,433, , , , , , , , , , , , , , , , , , , , , , , , ,1478356747701,3145728, , , ,57,0, , , ,2, , , ,3, , , , ,57, ,2048,1, , , , ,282624,78, , , , , , , , , , ,21125408,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:39:08.044 UTC, ,125,3162157,1056,16304, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,47124,42, ,46163, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356747701,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21125408,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:39:19.436 UTC, ,125,3160037,1056,14184, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,102,49, , , , , , , , , , , , , ,48295,43, ,47384, , , , , ,10,10, , , , , ,6,442, , , , , , , , , , , , , , , , , , , , , , , , ,1478356759094,3145728, , , ,58,0, , , ,2, , , ,3, , , , ,58, ,2048,1, , , , ,284672,79, , , , , , , , , , ,21378024,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:39:19.441 UTC, ,125,3162237,1056,16384, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,48295,43, ,47384, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356759094,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21378024,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
