time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-06 07:34:52.445 UTC, ,125,3162285,1056,16432, , ,4,1,2,1,0,50,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,133529,97, ,132289, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417692086,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22154592,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:35:11.995 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,212,104, , , , , , , , , , , , , ,135151,98, ,133770, , , , , ,8,8, , , , , ,17,993, , , , , , , , , , , , , , , , , , , , , , , , ,1478417711636,3145728, , , ,113,0, , , ,2, , , ,3, , , , ,113, ,2048,1, , , , ,577536,156, , , , , , , , , , ,22178400,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:35:11.995 UTC, ,125,3162317,1056,16464, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,135151,98, ,133770, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417711636,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22178400,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:35:28.238 UTC, ,125,3159677,1056,13824, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,215,105, , , , , , , , , , , , , ,136760,99, ,135423, , , , , ,8,8, , , , , ,17,1002, , , , , , , , , , , , , , , , , , , , , , , , ,1478417727879,3145728, , , ,114,0, , , ,2, , , ,3, , , , ,114, ,2048,1, , , , ,579584,157, , , , , , , , , , ,22077512,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:35:28.238 UTC, ,125,3162381,1056,16528, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,136760,99, ,135423, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417727879,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22580856,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:35:47.975 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,216,106, , , , , , , , , , , , , ,138545,100, ,137034, , , , , ,8,8, , , , , ,17,1013, , , , , , , , , , , , , , , , , , , , , , , , ,1478417747616,3145728, , , ,115,0, , , ,2, , , ,3, , , , ,115, ,2048,1, , , , ,581632,158, , , , , , , , , , ,22223976,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:35:47.975 UTC, ,125,3167245,1056,21392, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,138545,100, ,137034, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417747616,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,13145,6, , , , , , , , , , ,22727312,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:35:54.264 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,218,107, , , , , , , , , , , , , ,140238,101, ,138794, , , , , ,8,8, , , , , ,18,1022, , , , , , , , , , , , , , , , , , , , , , , , ,1478417753906,3145728, , , ,116,0, , , ,2, , , ,3, , , , ,116, ,2048,1, , , , ,600064,161, , , , , , , , , , ,22222680,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:35:54.264 UTC, ,125,3162501,1056,16648, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,140238,101, ,138794, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417753906,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22725992,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:36:30.350 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,220,108, , , , , , , , , , , , , ,142080,102, ,140487, , , , , ,8,8, , , , , ,18,1033, , , , , , , , , , , , , , , , , , , , , , , , ,1478417789976,3145728, , , ,117,0, , , ,2, , , ,3, , , , ,117, ,2048,1, , , , ,602112,162, , , , , , , , , , ,22590168,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:36:30.350 UTC, ,125,3162541,1056,16688, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,142080,102, ,140487, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417789976,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22590168,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:36:36.765 UTC, ,125,3159677,1056,13824, , ,3,1,23,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,222,109, , , , , , , , , , , , , ,143913,103, ,142358, , , , , ,7,7, , , , , ,18,1042, , , , , , , , , , , , , , , , , , , , , , , , ,1478417796406,3145728, , , ,118,0, , , ,2, , , ,3, , , , ,118, ,2048,1, , , , ,604160,163, , , , , , , , , , ,22596256,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:36:36.765 UTC, ,125,3162613,1056,16760, , ,4,1,2,1,0,50,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,143913,103, ,142358, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417796406,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22596256,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:37:04.848 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,224,110, , , , , , , , , , , , , ,145924,104, ,144191, , , , , ,7,7, , , , , ,18,1053, , , , , , , , , , , , , , , , , , , , , , , , ,1478417824489,3145728, , , ,119,0, , , ,2, , , ,3, , , , ,119, ,2048,1, , , , ,606208,164, , , , , , , , , , ,22596760,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:37:04.864 UTC, ,125,3162685,1056,16832, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,145924,104, ,144191, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417824489,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22596760,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:37:21.262 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,226,111, , , , , , , , , , , , , ,147877,105, ,146192, , , , , ,7,7, , , , , ,19,1062, , , , , , , , , , , , , , , , , , , , , , , , ,1478417840903,3145728, , , ,120,0, , , ,2, , , ,3, , , , ,120, ,2048,1, , , , ,624640,167, , , , , , , , , , ,22323936,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:37:21.262 UTC, ,125,3162741,1056,16888, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,147877,105, ,146192, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417840903,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22323936,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:37:38.628 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,228,112, , , , , , , , , , , , , ,149980,106, ,148136, , , , , ,7,7, , , , , ,19,1073, , , , , , , , , , , , , , , , , , , , , , , , ,1478417858269,3145728, , , ,121,0, , , ,2, , , ,3, , , , ,121, ,2048,1, , , , ,626688,168, , , , , , , , , , ,22584096,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:37:38.628 UTC, ,125,3162789,1056,16936, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,149980,106, ,148136, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417858269,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22584096,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:37:48.553 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,230,113, , , , , , , , , , , , , ,152048,107, ,150250, , , , , ,7,7, , , , , ,19,1082, , , , , , , , , , , , , , , , , , , , , , , , ,1478417868194,3145728, , , ,122,0, , , ,2, , , ,3, , , , ,122, ,2048,1, , , , ,628736,169, , , , , , , , , , ,22364696,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:37:48.568 UTC, ,125,3162853,1056,17000, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,152048,107, ,150250, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417868194,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22868032,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:38:00.864 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,232,114, , , , , , , , , , , , , ,154262,108, ,152306, , , , , ,7,7, , , , , ,19,1093, , , , , , , , , , , , , , , , , , , , , , , , ,1478417880505,3145728, , , ,123,0, , , ,2, , , ,3, , , , ,123, ,2048,1, , , , ,630784,170, , , , , , , , , , ,22530344,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:38:00.864 UTC, ,125,3162901,1056,17048, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,154262,108, ,152306, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417880505,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22530344,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:38:20.804 UTC, ,125,3159677,1056,13824, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,235,115, , , , , , , , , , , , , ,156448,109, ,154535, , , , , ,7,7, , , , , ,20,1102, , , , , , , , , , , , , , , , , , , , , , , , ,1478417900445,3145728, , , ,124,0, , , ,2, , , ,3, , , , ,124, ,2048,1, , , , ,649216,173, , , , , , , , , , ,22620056,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:38:20.819 UTC, ,125,3162965,1056,17112, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,156448,109, ,154535, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417900445,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22620056,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:38:31.898 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,236,116, , , , , , , , , , , , , ,158725,110, ,156680, , , , , ,7,7, , , , , ,20,1113, , , , , , , , , , , , , , , , , , , , , , , , ,1478417911540,3145728, , , ,125,0, , , ,2, , , ,3, , , , ,125, ,2048,1, , , , ,651264,174, , , , , , , , , , ,22458952,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:38:31.898 UTC, ,125,3167773,1056,21920, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,158725,110, ,156680, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417911540,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,13145,6, , , , , , , , , , ,22962264,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:38:47.517 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,238,117, , , , , , , , , , , , , ,160966,111, ,158981, , , , , ,7,7, , , , , ,20,1122, , , , , , , , , , , , , , , , , , , , , , , , ,1478417927143,3145728, , , ,126,0, , , ,2, , , ,3, , , , ,126, ,2048,1, , , , ,653312,175, , , , , , , , , , ,22424456,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:38:47.517 UTC, ,125,3163077,1056,17224, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,160966,111, ,158981, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417927143,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22927768,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:39:06.069 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,240,118, , , , , , , , , , , , , ,163409,112, ,161245, , , , , ,7,7, , , , , ,20,1133, , , , , , , , , , , , , , , , , , , , , , , , ,1478417945710,3145728, , , ,127,0, , , ,2, , , ,3, , , , ,127, ,2048,1, , , , ,655360,176, , , , , , , , , , ,22783160,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:39:06.069 UTC, ,125,3163149,1056,17296, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,163409,112, ,161245, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417945710,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22783160,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:39:28.473 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,242,119, , , , , , , , , , , , , ,165769,113, ,163665, , , , , ,7,7, , , , , ,21,1142, , , , , , , , , , , , , , , , , , , , , , , , ,1478417968114,3145728, , , ,128,0, , , ,2, , , ,3, , , , ,128, ,2048,1, , , , ,673792,179, , , , , , , , , , ,22538128,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:39:28.473 UTC, ,125,3167941,1056,22088, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,165769,113, ,163665, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417968114,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,13145,6, , , , , , , , , , ,22538128,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:39:37.789 UTC, ,125,3159677,1056,13824, , ,3,1,23,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,244,120, , , , , , , , , , , , , ,171069,114, ,166029, , , , , ,7,7, , , , , ,21,1153, , , , , , , , , , , , , , , , , , , , , , , , ,1478417977415,3145728, , , ,129,0, , , ,2, , , ,3, , , , ,129, ,2048,1, , , , ,675840,180, , , , , , , , , , ,22828016,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:39:37.789 UTC, ,125,3167989,1056,22136, , ,4, ,2,1,0,50, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,171069,114, ,166029, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417977415,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,12101,5, , , , , , , , , , ,22828016,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:39:51.692 UTC, ,125,3159677,1056,13824, , ,3, ,22,3,0,14, , , , , , , ,3,3, ,2, ,3,1,5, ,246,121, , , , , , , , , , , , , ,173782,115, ,171346, , , , , ,7,7, , , , , ,22,1162, , , , , , , , , , , , , , , , , , , , , , , , ,1478417991333,3145728, , , ,129,0, , , ,2, , , ,3, , , , ,129, ,2048,1, , , , ,692224,182, , , , , , , , , , ,22645544,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:39:51.692 UTC, ,125,3161933,1056,16080, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,173782,115, ,171346, , , , , ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417991333,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22645544,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
